1; 500; 100; ; 0,001705; 0,000487; 0,000036; 0; 0; 0;0,001386; 0,000445; 0,000366; 0; 0; 0
1; 500; 100; ; 0,001702; 0,000487; 0,000036; 0; 0; 0;0,001367; 0,000446; 0,000370; 0; 0; 0
1; 500; 100; ; 0,001705; 0,000486; 0,000035; 0; 0; 0;0,001353; 0,000448; 0,000377; 0; 0; 0
1; 500; 100; ; 0,001249; 0,000364; 0,000027; 0; 0; 0;0,001071; 0,000332; 0,000267; 0; 0; 0
1; 500; 100; ; 0,001268; 0,000365; 0,000027; 0; 0; 0;0,001016; 0,000333; 0,000269; 0; 0; 0
1; 500; 100; ; 0,001666; 0,000485; 0,000036; 0; 0; 0;0,001390; 0,000447; 0,000370; 0; 0; 0
1; 500; 100; ; 0,001662; 0,000517; 0,000036; 0; 0; 0;0,001366; 0,000446; 0,000362; 0; 0; 0
1; 500; 100; ; 0,001706; 0,000495; 0,000032; 0; 0; 0;0,001216; 0,000399; 0,000320; 0; 0; 0
1; 500; 100; ; 0,001672; 0,000485; 0,000036; 0; 0; 0;0,001348; 0,000444; 0,000357; 0; 0; 0
1; 500; 100; ; 0,001661; 0,000497; 0,000036; 0; 0; 0;0,001361; 0,000444; 0,000356; 0; 0; 0
1; 500; 100; ; 0,001665; 0,000486; 0,000036; 0; 0; 0;0,001384; 0,000333; 0,000269; 0; 0; 0
1; 500; 100; ; 0,001755; 0,000446; 0,000032; 0; 0; 0;0,001215; 0,000400; 0,000347; 0; 0; 0
1; 500; 100; ; 0,001695; 0,000486; 0,000036; 0; 0; 0;0,001389; 0,000447; 0,000410; 0; 0; 0
1; 500; 100; ; 0,001247; 0,000364; 0,000027; 0; 0; 0;0,001024; 0,000332; 0,000266; 0; 0; 0
1; 500; 100; ; 0,001259; 0,000364; 0,000027; 0; 0; 0;0,001014; 0,000332; 0,000264; 0; 0; 0
1; 500; 100; ; 0,001247; 0,000364; 0,000027; 0; 0; 0;0,001013; 0,000358; 0,000271; 0; 0; 0
1; 500; 100; ; 0,001247; 0,000373; 0,000027; 0; 0; 0;0,001013; 0,000333; 0,000265; 0; 0; 0
1; 500; 100; ; 0,001659; 0,000486; 0,000036; 0; 0; 0;0,001392; 0,000440; 0,000277; 0; 0; 0
1; 500; 100; ; 0,001660; 0,000485; 0,000036; 0; 0; 0;0,001348; 0,000476; 0,000361; 0; 0; 0
1; 500; 100; ; 0,001680; 0,000486; 0,000036; 0; 0; 0;0,001350; 0,000443; 0,000357; 0; 0; 0
1; 500; 100; ; 0,001672; 0,000486; 0,000036; 0; 0; 0;0,001348; 0,000444; 0,000351; 0; 0; 0
1; 500; 100; ; 0,001668; 0,000485; 0,000036; 0; 0; 0;0,001372; 0,000446; 0,000363; 0; 0; 0
1; 500; 100; ; 0,001660; 0,000486; 0,000036; 0; 0; 0;0,001356; 0,000444; 0,000356; 0; 0; 0
1; 500; 100; ; 0,001664; 0,000488; 0,000036; 0; 0; 0;0,001365; 0,000459; 0,000362; 0; 0; 0
1; 500; 100; ; 0,001693; 0,000486; 0,000036; 0; 0; 0;0,001352; 0,000444; 0,000363; 0; 0; 0
1; 500; 100; ; 0,001245; 0,000364; 0,000027; 0; 0; 0;0,001025; 0,000333; 0,000268; 0; 0; 0
1; 500; 100; ; 0,001661; 0,000487; 0,000044; 0; 0; 0;0,001354; 0,000461; 0,000364; 0; 0; 0
1; 500; 100; ; 0,001696; 0,000486; 0,000036; 0; 0; 0;0,001364; 0,000446; 0,000380; 0; 0; 0
1; 500; 100; ; 0,001558; 0,000515; 0,000038; 0; 0; 0;0,001255; 0,000401; 0,000353; 0; 0; 0
1; 500; 100; ; 0,001247; 0,000364; 0,000027; 0; 0; 0;0,001015; 0,000345; 0,000265; 0; 0; 0
1; 500; 100; ; 0,001676; 0,000485; 0,000036; 0; 0; 0;0,001370; 0,000446; 0,000359; 0; 0; 0
2; 500; 100; ; 0,001127; 0,000259; 0,000051; 0; 0; 5;0,001031; 0,000411; 0,000525; 2; 0; 3
2; 500; 100; ; 0,001081; 0,000285; 0,000109; 1; 0; 6;0,001337; 0,000450; 0,000806; 2; 1; 7
2; 500; 100; ; 0,001193; 0,000267; 0,000088; 1; 0; 4;0,001323; 0,000381; 0,000608; 0; 0; 5
