1; 10; 0; ; 0.000007; 0.000001; 0.000002; 0; 0; 0;0.000011; 0.000001; 0.000008; 0; 0; 0
1; 10; 0; ; 0.000006; 0.000001; 0.000002; 0; 0; 0;0.000012; 0.000001; 0.000008; 0; 0; 0
1; 10; 0; ; 0.000005; 0.000001; 0.000002; 0; 0; 0;0.000009; 0.000001; 0.000007; 0; 0; 0
1; 10; 0; ; 0.000004; 0.000000; 0.000001; 0; 0; 0;0.000007; 0.000000; 0.000006; 0; 0; 0
1; 10; 0; ; 0.000005; 0.000000; 0.000001; 0; 0; 0;0.000007; 0.000000; 0.000006; 0; 0; 0
1; 10; 0; ; 0.000006; 0.000001; 0.000002; 0; 0; 0;0.000018; 0.000001; 0.000008; 0; 0; 0
1; 10; 0; ; 0.000006; 0.000001; 0.000002; 0; 0; 0;0.000009; 0.000001; 0.000008; 0; 0; 0
1; 10; 0; ; 0.000007; 0.000000; 0.000001; 0; 0; 0;0.000007; 0.000000; 0.000006; 0; 0; 0
1; 10; 0; ; 0.000004; 0.000000; 0.000001; 0; 0; 0;0.000007; 0.000000; 0.000006; 0; 0; 0
1; 10; 0; ; 0.000010; 0.000001; 0.000002; 0; 0; 0;0.000012; 0.000001; 0.000008; 0; 0; 0
1; 10; 0; ; 0.000004; 0.000000; 0.000001; 0; 0; 0;0.000007; 0.000000; 0.000006; 0; 0; 0
1; 10; 0; ; 0.000004; 0.000000; 0.000001; 0; 0; 0;0.000007; 0.000000; 0.000006; 0; 0; 0
1; 10; 0; ; 0.000006; 0.000001; 0.000002; 0; 0; 0;0.000009; 0.000001; 0.000008; 0; 0; 0
1; 10; 0; ; 0.000004; 0.000000; 0.000001; 0; 0; 0;0.000007; 0.000000; 0.000006; 0; 0; 0
1; 10; 0; ; 0.000004; 0.000001; 0.000001; 0; 0; 0;0.000007; 0.000000; 0.000006; 0; 0; 0
1; 10; 0; ; 0.000005; 0.000000; 0.000001; 0; 0; 0;0.000007; 0.000000; 0.000006; 0; 0; 0
1; 10; 0; ; 0.000005; 0.000001; 0.000002; 0; 0; 0;0.000009; 0.000001; 0.000008; 0; 0; 0
1; 10; 0; ; 0.000006; 0.000001; 0.000002; 0; 0; 0;0.000009; 0.000001; 0.000008; 0; 0; 0
1; 10; 0; ; 0.000006; 0.000001; 0.000002; 0; 0; 0;0.000009; 0.000001; 0.000008; 0; 0; 0
1; 10; 0; ; 0.000004; 0.000000; 0.000001; 0; 0; 0;0.000007; 0.000000; 0.000006; 0; 0; 0
1; 10; 0; ; 0.000006; 0.000001; 0.000002; 0; 0; 0;0.000009; 0.000001; 0.000008; 0; 0; 0
