32, 20000, ,0.075019, 0.000000, 0.011548, 0.311979, 0.000000, 0.530458, 
32, 20000, ,0.073013, 0.000000, 0.011686, 0.317652, 0.000000, 0.538053, 
32, 20000, ,0.067416, 0.000000, 0.012082, 0.308439, 0.000000, 0.550709, 
32, 20000, ,0.062575, 0.000000, 0.012376, 0.309513, 0.000000, 0.542362, 
32, 20000, ,0.066393, 0.000000, 0.011712, 0.315343, 0.000000, 0.550604, 
32, 20000, ,0.073669, 0.000000, 0.011956, 0.301540, 0.000000, 0.523798, 
32, 20000, ,0.068449, 0.000000, 0.011459, 0.292532, 0.000000, 0.534895, 
32, 20000, ,0.059349, 0.000000, 0.011755, 0.309790, 0.000000, 0.546746, 
32, 20000, ,0.058013, 0.000000, 0.011221, 0.308472, 0.000000, 0.538558, 
32, 20000, ,0.062617, 0.000000, 0.011942, 0.304984, 0.000000, 0.538481, 
32, 20000, ,0.067070, 0.000000, 0.011219, 0.315085, 0.000000, 0.560895, 
32, 20000, ,0.061658, 0.000000, 0.011477, 0.305857, 0.000000, 0.533351, 
32, 20000, ,0.071305, 0.000000, 0.011373, 0.317912, 0.000000, 0.544938, 
32, 20000, ,0.066747, 0.000000, 0.012908, 0.303271, 0.000000, 0.562115, 
32, 20000, ,0.069320, 0.000000, 0.012267, 0.321381, 0.000000, 0.542101, 
32, 20000, ,0.064506, 0.000000, 0.011222, 0.306679, 0.000000, 0.549582, 
32, 20000, ,0.067815, 0.000000, 0.012216, 0.301430, 0.000000, 0.531383, 
32, 20000, ,0.088158, 0.000000, 0.012549, 0.305837, 0.000000, 0.534154, 
32, 20000, ,0.062427, 0.000000, 0.014014, 0.306471, 0.000000, 0.536270, 
32, 20000, ,0.061400, 0.000000, 0.010003, 0.312237, 0.000000, 0.535979, 
32, 20000, ,0.058912, 0.000000, 0.011405, 0.293423, 0.000000, 0.543229, 
32, 20000, ,0.059963, 0.000000, 0.012571, 0.309136, 0.000000, 0.526277, 
32, 20000, ,0.073171, 0.000000, 0.011325, 0.314061, 0.000000, 0.543679, 
32, 20000, ,0.068388, 0.000000, 0.012724, 0.303661, 0.000000, 0.530995, 
32, 20000, ,0.061770, 0.000000, 0.012851, 0.300536, 0.000000, 0.551079, 
32, 20000, ,0.056423, 0.000000, 0.012197, 0.309201, 0.000000, 0.539036, 
32, 20000, ,0.079100, 0.000000, 0.012015, 0.320414, 0.000000, 0.550844, 
32, 20000, ,0.067024, 0.000000, 0.012098, 0.303412, 0.000000, 0.546749, 
32, 20000, ,0.066518, 0.000000, 0.012013, 0.316464, 0.000000, 0.549066, 
32, 20000, ,0.056770, 0.000000, 0.012744, 0.301057, 0.000000, 0.539344, 
32, 50000, ,0.310321, 0.000000, 0.021350, 2.351941, 0.000000, 4.200426, 
32, 50000, ,0.328774, 0.000000, 0.017360, 2.415063, 0.000000, 4.224647, 
32, 50000, ,0.318590, 0.000000, 0.020632, 2.393272, 0.000000, 4.329433, 
32, 50000, ,0.314828, 0.000000, 0.021174, 2.355590, 0.000000, 4.316547, 
32, 50000, ,0.349980, 0.000000, 0.017505, 2.319601, 0.000000, 4.201440, 
32, 50000, ,0.299433, 0.000000, 0.019890, 2.419434, 0.000000, 4.137199, 
32, 50000, ,0.328928, 0.000000, 0.019627, 2.429551, 0.000000, 4.210526, 
32, 50000, ,0.328907, 0.000000, 0.019080, 2.424538, 0.000000, 4.310897, 
32, 50000, ,0.297452, 0.000000, 0.021611, 2.322118, 0.000000, 4.238362, 
32, 50000, ,0.315362, 0.000000, 0.019010, 2.351909, 0.000000, 4.217805, 
32, 50000, ,0.313724, 0.000000, 0.019108, 2.320869, 0.000000, 4.263273, 
32, 50000, ,0.320365, 0.000000, 0.020728, 2.311329, 0.000000, 4.167075, 
32, 50000, ,0.301863, 0.000000, 0.020303, 2.390686, 0.000000, 4.217351, 
32, 50000, ,0.333430, 0.000000, 0.018343, 2.379455, 0.000000, 4.234496, 
32, 50000, ,0.308545, 0.000000, 0.019461, 2.351181, 0.000000, 4.210398, 
32, 50000, ,0.321509, 0.000000, 0.019562, 2.423938, 0.000000, 4.233306, 
32, 50000, ,0.311585, 0.000000, 0.017893, 2.348425, 0.000000, 4.247929, 
32, 50000, ,0.305029, 0.000000, 0.019995, 2.379825, 0.000000, 4.218873, 
32, 50000, ,0.347859, 0.000000, 0.021307, 2.399999, 0.000000, 4.219721, 
32, 50000, ,0.314896, 0.000000, 0.018989, 2.384074, 0.000000, 4.256663, 
32, 50000, ,0.297836, 0.000000, 0.017841, 2.357384, 0.000000, 4.221155, 
32, 50000, ,0.320420, 0.000000, 0.020486, 2.368414, 0.000000, 4.246889, 
32, 50000, ,0.316313, 0.000000, 0.019839, 2.298904, 0.000000, 4.225159, 
32, 50000, ,0.322941, 0.000000, 0.017070, 2.313267, 0.000000, 4.281120, 
32, 50000, ,0.340539, 0.000000, 0.030248, 2.359651, 0.000000, 4.205090, 
32, 50000, ,0.305436, 0.000000, 0.018996, 2.324351, 0.000000, 4.288547, 
32, 50000, ,0.324644, 0.000000, 0.018831, 2.403706, 0.000000, 4.278996, 
32, 50000, ,0.325327, 0.000000, 0.019702, 2.461866, 0.000000, 4.227740, 
32, 50000, ,0.315180, 0.000000, 0.020794, 2.336697, 0.000000, 4.269038, 
32, 50000, ,0.348250, 0.000000, 0.018701, 2.265460, 0.000000, 4.144450,
32, 100000, ,1.370954, 0.000000, 0.029443, 15.807203, 0.000000, 20.812729, 
32, 100000, ,1.140388, 0.000000, 0.032058, 15.413687, 0.000000, 18.158084, 
32, 100000, ,1.156204, 0.000000, 0.033947, 15.603531, 0.000000, 21.905660, 
32, 100000, ,1.062543, 0.000000, 0.032012, 15.928833, 0.000000, 21.888508, 
32, 100000, ,1.185371, 0.000000, 0.031286, 15.903605, 0.000000, 19.827509, 
32, 100000, ,1.229056, 0.000000, 0.032836, 16.109078, 0.000000, 19.756254, 
32, 100000, ,1.095118, 0.000000, 0.033137, 15.514713, 0.000000, 22.331114, 
32, 100000, ,1.169378, 0.000000, 0.032842, 16.085537, 0.000000, 20.721125, 
