1; 100; ;0,000085; 0,000105; 0,000009; 0,000111; 0,000148; 0,000084; 
1; 100; ;0,000067; 0,000079; 0,000007; 0,000089; 0,000119; 0,000072; 
1; 100; ;0,000084; 0,000106; 0,000011; 0,000106; 0,000144; 0,000080; 
1; 100; ;0,000222; 0,000105; 0,000009; 0,000110; 0,000148; 0,000084; 
1; 100; ;0,000085; 0,000106; 0,000009; 0,000116; 0,000154; 0,000084; 
1; 100; ;0,000084; 0,000115; 0,000009; 0,000108; 0,000145; 0,000085; 
1; 100; ;0,000084; 0,000105; 0,000009; 0,000108; 0,000144; 0,000080; 
1; 100; ;0,000087; 0,000105; 0,000009; 0,000110; 0,000149; 0,000085; 
1; 100; ;0,000083; 0,000105; 0,000009; 0,000108; 0,000145; 0,000081; 
1; 100; ;0,000065; 0,000079; 0,000007; 0,000081; 0,000108; 0,000059; 
1; 100; ;0,000117; 0,000105; 0,000009; 0,000106; 0,000143; 0,000080; 
1; 100; ;0,000086; 0,000106; 0,000009; 0,000107; 0,000146; 0,000080; 
1; 100; ;0,000066; 0,000079; 0,000007; 0,000080; 0,000108; 0,000060; 
1; 100; ;0,000084; 0,000105; 0,000009; 0,000108; 0,000146; 0,000082; 
1; 100; ;0,000063; 0,000079; 0,000007; 0,000080; 0,000107; 0,000061; 
1; 100; ;0,000083; 0,000106; 0,000009; 0,000106; 0,000144; 0,000079; 
1; 100; ;0,000063; 0,000079; 0,000007; 0,000081; 0,000108; 0,000061; 
1; 100; ;0,000064; 0,000079; 0,000007; 0,000081; 0,000111; 0,000063; 
1; 100; ;0,000084; 0,000105; 0,000009; 0,000108; 0,000144; 0,000080; 
1; 100; ;0,000094; 0,000105; 0,000009; 0,000106; 0,000143; 0,000078; 
1; 100; ;0,000084; 0,000105; 0,000009; 0,000107; 0,000143; 0,000080; 
1; 100; ;0,000063; 0,000079; 0,000007; 0,000080; 0,000107; 0,000060; 
1; 100; ;0,000084; 0,000106; 0,000009; 0,000107; 0,000144; 0,000080; 
1; 100; ;0,000086; 0,000105; 0,000009; 0,000106; 0,000143; 0,000080; 
1; 100; ;0,000063; 0,000079; 0,000007; 0,000080; 0,000107; 0,000060; 
1; 100; ;0,000063; 0,000079; 0,000007; 0,000080; 0,000108; 0,000060; 
1; 100; ;0,000087; 0,000105; 0,000009; 0,000107; 0,000145; 0,000080; 
1; 100; ;0,000083; 0,000105; 0,000009; 0,000107; 0,000144; 0,000081; 
1; 100; ;0,000065; 0,000079; 0,000007; 0,000080; 0,000107; 0,000059; 
1; 100; ;0,000084; 0,000106; 0,000009; 0,000108; 0,000144; 0,000079; 
2; 100; ;0,000068; 0,000059; 0,000015; 0,000086; 0,000122; 0,000098; 
2; 100; ;0,000089; 0,000065; 0,000016; 0,000097; 0,000144; 0,000112; 
2; 100; ;0,000094; 0,000081; 0,000030; 0,000173; 0,000212; 0,000181; 
2; 100; ;0,000100; 0,000079; 0,000032; 0,000175; 0,000203; 0,000175; 
2; 100; ;0,000076; 0,000077; 0,000031; 0,000149; 0,000169; 0,000147; 
2; 100; ;0,000093; 0,000056; 0,000013; 0,000089; 0,000122; 0,000082; 
2; 100; ;0,000087; 0,000062; 0,000016; 0,000095; 0,000144; 0,000102; 
2; 100; ;0,000098; 0,000069; 0,000024; 0,000166; 0,000205; 0,000160; 
2; 100; ;0,000100; 0,000082; 0,000033; 0,000186; 0,000202; 0,000189; 
2; 100; ;0,000103; 0,000075; 0,000027; 0,000177; 0,000197; 0,000174; 
2; 100; ;0,000103; 0,000074; 0,000028; 0,000179; 0,000201; 0,000168; 
2; 100; ;0,000102; 0,000076; 0,000028; 0,000176; 0,000199; 0,000173; 
2; 100; ;0,000103; 0,000077; 0,000026; 0,000175; 0,000207; 0,000163; 
2; 100; ;0,000097; 0,000085; 0,000032; 0,000195; 0,000225; 0,000187; 
2; 100; ;0,000101; 0,000077; 0,000028; 0,000180; 0,000194; 0,000184; 
2; 100; ;0,000100; 0,000074; 0,000030; 0,000173; 0,000193; 0,000155; 
2; 100; ;0,000104; 0,000082; 0,000031; 0,000174; 0,000207; 0,000178; 
2; 100; ;0,000100; 0,000074; 0,000029; 0,000180; 0,000197; 0,000179; 
2; 100; ;0,000102; 0,000080; 0,000028; 0,000174; 0,000199; 0,000174; 
2; 100; ;0,000101; 0,000071; 0,000029; 0,000181; 0,000189; 0,000169; 
2; 100; ;0,000102; 0,000073; 0,000030; 0,000184; 0,000195; 0,000170; 
2; 100; ;0,000103; 0,000084; 0,000031; 0,000181; 0,000203; 0,000181; 
2; 100; ;0,000121; 0,000074; 0,000030; 0,000186; 0,000203; 0,000181; 
2; 100; ;0,000101; 0,000076; 0,000028; 0,000175; 0,000195; 0,000162; 
2; 100; ;0,000101; 0,000072; 0,000030; 0,000169; 0,000186; 0,000160; 
2; 100; ;0,000102; 0,000073; 0,000027; 0,000190; 0,000198; 0,000169; 
2; 100; ;0,000101; 0,000076; 0,000029; 0,000165; 0,000187; 0,000174; 
2; 100; ;0,000068; 0,000047; 0,000012; 0,000075; 0,000100; 0,000091; 
2; 100; ;0,000096; 0,000064; 0,000017; 0,000097; 0,000145; 0,000105; 
2; 100; ;0,000069; 0,000067; 0,000016; 0,000086; 0,000116; 0,000104; 
4; 100; ;0,000269; 0,000052; 0,000042; 0,000131; 0,000144; 0,000179; 
4; 100; ;0,000160; 0,000047; 0,000037; 0,000120; 0,000138; 0,000135; 
